index,alcoholName,normalizedName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
446,자두와인,자두와인,,,,,12%,,과실주,"선물, 이색전통주, 홈술",,,,,,김천은 전국 1위를 자랑하는 전국 제일의 자두 주산지이며 자두 특구로 지정된 지역이다. 자두와인은 김천 특산물인 자두를 이용한 발효주로 3개월 이상 저온에서 숙성시켜 자두 특유의 향과 색이 살아 있고 자두의 기능성 성분이 그대로 함유되어 건강주로서 효능이 높으며 와인을 처음 접하는 사람들도 즐길 수 있다.,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687150-%EC%9E%90%EB%91%90%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5687150&cid=58637&categoryId=58657,5687150
447,자두와인 레드,자두와인레드,2.0,3.0,2.0,2.0,12%,0.0,과실주,,750ml,"￦22,000(가격은 판매처 별로 상이할 수 있습니다.)",자두사랑,피자두,자두사랑,"전국에서 가장 많은 자두를 재배하고 있는 자두특구 경북 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 탄생한 '자두와인'이다. 한국와인의 특성 중에 하나가 포도뿐만 아니라 지역에서 생산하는 다양한 과실로 술을 빚는다는데 있는데, '자두와인'이 대표적인 경우이다. 2014년 대한민국 우리술품평회 과실주 부문에서 장려상을 수상하여 품질 또한 좋다.",전경재,경상북도 김천시 대학로 214,054-420-4155,https://jadusarang.modoo.at/,피자 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595314-%EC%9E%90%EB%91%90%EC%99%80%EC%9D%B8%20%EB%A0%88%EB%93%9C_main.JPG,https://terms.naver.com/entry.naver?docId=3595314&cid=58637&categoryId=58657,3595314
448,자두와인 화이트,자두와인화이트,2.0,3.0,2.0,4.0,12%,0.0,과실주,,750ml,"￦22,000(가격은 판매처 별로 상이할 수 있습니다.)",자두사랑,후무사,자두사랑,"전국에서 가장 많은 자두를 재배하고 있는 자두특구 경북 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 탄생한 '자두와인'이다. 한국와인의 특성 중에 하나가 포도뿐만 아니라 지역에서 생산하는 다양한 과실로 술을 빚는다는데 있는데, '자두와인'이 대표적인 경우이다. 2014년 대한민국 우리술품평회 과실주 부문에서 장려상을 수상하여 품질 또한 좋다.",전경재,경상북도 김천시 대학로 214,054-420-4155,https://jadusarang.modoo.at/,피자 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595315-%EC%9E%90%EB%91%90%EC%99%80%EC%9D%B8%20%ED%99%94%EC%9D%B4%ED%8A%B8_main.JPG,https://terms.naver.com/entry.naver?docId=3595315&cid=58637&categoryId=58657,3595315
449,자연담은 복분자막걸리,자연담은복분자막걸리,2.0,1.0,1.0,5.0,6%,0.0,살균탁주,,360ml,"￦56,000(360ml*20병)(가격은 판매처 별로 상이할 수 있습니다.)",(농)국순당고창명주(주),"복분자, 쌀, 효모, 국, 과당, 구연산, 젖산, 정제수",(농)국순당고창명주(주),'명작 복분자'로 국내외에서 우수한 품질을 인정 받은 국순당고창명주에서 국내산 1등급 복분자와 국내산 쌀로 빚은 살균막걸리이다. 복분자의 깊은 맛과 우리 전통 막걸리의 맛이 조화롭게 어우러진 제품이다.,김영동,전북 고창군 심원면 선운대로 2197,063-564-9800,,복분자 막걸리에는 장어구이가 기본이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595226-%EC%9E%90%EC%97%B0%EB%8B%B4%EC%9D%80%20%EB%B3%B5%EB%B6%84%EC%9E%90%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595226&cid=58637&categoryId=58655,3595226
450,자연송이주,자연송이주,1.0,,,1.0,18%,0.0,리큐르,,720ml,가격은 판매처 별로 상이할 수 있습니다.,솔래원,자연송이버섯,솔래원,제조사 솔래원의 '자연송이주'는 청정지역 강원도에서 채취한 자연산 송이버섯으로 제조하고 5년 동안 숙성시켜 송이버섯 고유의 깊은 맛과 영양성분을 그대로 담아 빚은 고급 송이주이다.,이이한,강원도 양구군 방산면 칠전길 12-7,033-482-8000,http://www.solraewon.co.kr,동해바다에서 나오는 신선한 활어회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595289-%EC%9E%90%EC%97%B0%EC%86%A1%EC%9D%B4%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595289&cid=58637&categoryId=58652,3595289
451,자희향 국화주,자희향국화주,1.0,2.0,1.0,4.0,15%,0.0,약주청주,무감미료,500ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)",자희자양,"찹쌀, 멥쌀, 누룩, 정제수, 국화",자희자양,"우리나라의 가장 대표적인 절기주는 아마 국화주일 것이다. 평소에 빚어 마시는 가양주에 감국을 드리워 그 향기와 가을의 계절감을 즐기는 절기주 문화는 우리나라 사람들의 독특한 풍류이다. 우리나라에서는 고려시대부터 국화를 이용한 술이 양조되기 시작하였을 것으로 추정되며, 음력 9월 9일에 마시는 세시주로 내려오고 있다.",노영희,전라남도 함평군 신광면 신해로 92,032) 518-7111,http://jaheejayang.modoo.at/,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687155-%EC%9E%90%ED%9D%AC%ED%96%A5%20%EA%B5%AD%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687155&cid=58637&categoryId=58656,5687155
452,자희향 나비,자희향나비,,,,,8%,,탁주,,500ml,"￦8,000 (가격은 판매처 별로 상이할 수 있습니다.)",자희자양,"찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수",자희자양,자희향 나비 탁주는 남도의 전통 술로 함평산의 친환경 찹쌀과 전통 누룩만을 사용해 밑술과 덧술을 만들어 100일간 저온에서 전통옹기에 담아 숙성시키는 자연스러운 단 맛이 감도는 전통 수제 막걸리다. '자희향' 탁주는 주류 관련 고문헌인 ‘주찬(酒饌 1800년대 초)’이라는 책에 수록된 석탄향(惜呑香․향이 좋아 차마 삼키기 아쉽다는 뜻의 술 이름)을 근거로 조선의 명주 석탄향주를 복원한 순곡(100% 곡물) 막걸리로 인공 감미료를 넣지 않고 순수 전통방식으로 빚는다. 자희향 나비는 8%의 부담 없는 도수로 술을 못하는 사람도 부담 없이 마실 수 있도록 했다.,노영희,전라남도 함평군 신광면 신해로 92,032) 518-7111,http://jaheejayang.modoo.at/,피자랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551576-%EC%9E%90%ED%9D%AC%ED%96%A5%20%EB%82%98%EB%B9%84_main.jpg,https://terms.naver.com/entry.naver?docId=3551576&cid=58637&categoryId=58656,3551576
453,장수 생 막걸리,장수생막걸리,2.0,3.0,3.0,3.0,6%,0.0,탁주,탄산,750ml,"￦1,200(가격은 판매처 별로 상이할 수 있습니다.)",서울장수주식회사,"백미(국내산), 말토올리고당",서울장수주식회사,'장수 생 막걸리'는 효모균이 그대로 살아 있다. 국내산 백미를 사용해 장기저온숙성 방식으로 만들어져 영양이 풍부하고 자연발효에 의한 탄산과 어울려 감칠맛과 청량감이 일품입니다. 또한 고품격 전통 막걸리의 대명사로서 트림과 숙취도 거의 없어 오랜 시간 동안 사랑을 받고 있고 있다. '장수 생 막걸리'는 뚜껑이 흰색인 경우 국내산 쌀 100%를 사용한 제품이다.,배윤상,충청북도 진천군 광혜원면 죽현길141,080-777-7611,https://seouljangsu.modoo.at/,막걸리 안주로 생각할 수 있는 음식에는 어느 것이나 궁합이 맞다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595287-%EC%9E%A5%EC%88%98%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595287&cid=58637&categoryId=58653,3595287
454,장수 오미자주,장수오미자주,3.0,4.0,4.0,3.0,16.5%,0.0,과실주,,360ml,"￦5,400 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)알에프,"오미자(국내산), 정제수, 주정, 설탕, 효모",농업회사법인 (주)알에프,"전라북도 장수군은 전국 오미자 생산 면적의 22%를 차지할 정도로 주산지이다. 장수군에서 재배한 오미자를 원료로 알에프 와이너리에서 선보이는 다섯 가지 오미자 맛의 술이다. 오미자를 착즙, 발효, 숙성한 오미자 과즙과 정밀하게 여과하여 깨끗하게 정제된 주정을 브랜딩하여 특유의 오미자 향이 풍부하다. 재래 방식의 담금주와는 차원이 다른 술로 전문가의 브랜딩 노하우가 더해져 현대적인 감각의 술로 탄생하였다.",배중술,전북 장수군 계남면 침곡로 11-26,063-351-6996,,기회가 된다면 송이버섯 전골과 함께 즐긴다면 더할 나위 없이 매력적일 듯하다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040704-%EC%9E%A5%EC%88%98%20%EC%98%A4%EB%AF%B8%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040704&cid=58637&categoryId=58655,6040704
455,장홍삼 장수 막걸리,장홍삼장수막걸리,1.0,4.0,3.0,5.0,6%,0.0,살균탁주,,750ml,"￦2,000(가격은 판매처 별로 상이할 수 있습니다.)",서울장수주식회사,"백미, 말토올리고당, 홍삼분말",서울장수주식회사,2013년 품질 좋고 믿을 수 있는 국내산 원재료를 사용한 프리미엄 '장수홍삼막걸리'가 막걸리의 명가 서울장수막걸리에서 출시되었다. 이 제품은 (주)농협한삼인과 서울장수(주)가 공동사업을 추진하기 위해 2012년 업무협약을 체결한 후 개발한 제품이다. 홍삼 전문기업과 막걸리 전문기업이 만나 콜라보레이션 제품을 만든 것인데 국내산 원료만 사용하여 소비자에게 보다 질 좋은 제품을 생산하자는 일념으로 만들어졌다고 한다.,유재찬,충청북도 진천군 광혜원면 죽현길141,080-777-7611,https://seouljangsu.modoo.at/,삼겹살 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595286-%EC%9E%A5%ED%99%8D%EC%82%BC%20%EC%9E%A5%EC%88%98%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595286&cid=58637&categoryId=58653,3595286
456,정고집 나주배 약주 15%,정고집나주배약주15,4.0,2.0,3.0,2.0,15%,0.0,약주,,500ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",남도탁주,"쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",남도탁주,"'정고집 나주배 약주'는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종이다. 나주를 대표하는 배를 원료로 2,200시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술이다.",정내진,전남 나주시 노안면 노안로379,010-2718-2577,https://namdotakju.modoo.at/,"담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804488-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EB%B0%B0%20%EC%95%BD%EC%A3%BC%2015_main.jpg,https://terms.naver.com/entry.naver?docId=5804488&cid=58637&categoryId=58656,5804488
457,정고집 나주배 약주 9%,정고집나주배약주9,4.0,2.0,3.0,3.0,9%,0.0,약주,,500ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)",남도탁주,"쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",남도탁주,"'정고집 나주배 약주'는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종이다. 나주를 대표하는 배를 원료로 22,000시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술이다.",정내진,전남 나주시 노안면 노안로379,010-2718-2577,https://namdotakju.modoo.at/,"담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804489-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EB%B0%B0%20%EC%95%BD%EC%A3%BC%209_main.jpg,https://terms.naver.com/entry.naver?docId=5804489&cid=58637&categoryId=58656,5804489
458,정고집 나주쌀 생막걸리,정고집나주쌀생막걸리,3.0,3.0,3.0,3.0,6%,0.0,탁주,,750ml,"￦12,000(750ml*10병)(가격은 판매처 별로 상이할 수 있습니다)",남도탁주,"쌀, 쌀가루(국내산), 조제종국, 정제효소, 젖산, 아스파탐, 아세셀팜칼",남도탁주,"'정고집 나주쌀 생막걸리'는 옛날 방식 그대로 국내산 쌀을 저온 발효 숙성해 빚은 막걸리다. 백설기와 찐쌀을 함께 빚어 특유의 깊은 맛과 정성이 살아 이는 남도 대표 막걸리이다. 720시간 낮은 온도에서 천천히 발효하여 만들어져 부드러운 목 넘김과 깔끔한 뒷맛이 안정적이다. '정고집 나주쌀 생막걸리'를 빚은 남도탁주는 2대 60여 년 동안 막걸리 제조 비법을 이어오고 있으며, 전통방식을 지키면서도 현대적 위생시설을 갖춰 정부로부터 지난 2011년 술 품질인증을 받은 전남지역 대표 양조장 가운데 하나다.",정내진,전남 나주시 노안면 노안로379,010-2718-2577,https://namdotakju.modoo.at/,나주산 막걸리인 만큼 영산포의 홍어삼합이 생각나는 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804490-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EC%8C%80%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804490&cid=58637&categoryId=58656,5804490
459,정고집 옛날 생동동주,정고집옛날생동동주,3.0,3.0,4.0,3.0,6%,0.0,탁주,,"750ml / 1,200ml","￦18,000(750ml*10병), ￦28,000(1,200m*10병)(가격은 판매처 별로 상이할 수 있습니다)",남도탁주,"쌀, 쌀가루(국내산), 조제종국, 정제효소, 젖산, 아스파탐, 아세셀팜칼",남도탁주,"'정고집 옛날 생동동주'는 옛날 방식 그대로 국내산 쌀을 저온 발효 숙성해 빚은 막걸리다. 효모를 최대한 살림으로써 쌀알이 오래 남아 있고 칼로리는 낮으면서도 영양은 풍부하며 맛이 깔끔하다. '정고집 옛날 생동동주'를 빚은 남도탁주는 2대 60여 년 동안 막걸리 제조 비법을 이어오고 있으며, 전통방식을 지키면서도 현대적 위생시설을 갖춰 정부로부터 지난 2011년 술 품질인증을 받은 전남지역 대표 양조장 가운데 하나다.",정내진,전남 나주시 노안면 노안로379,010-2718-2577,https://namdotakju.modoo.at/,"두부김치, 부침개, 감자전 등과 곁들이면 청량한 맛을 자아내는 동동주의 풍미를 더욱 잘 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804491-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EC%98%9B%EB%82%A0%20%EC%83%9D%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804491&cid=58637&categoryId=58656,5804491
460,제주 고소리술,제주고소리술,,,,3.0,40%,0.0,증류식소주,,400ml,"￦45,000(가격은 판매처 별로 상이할 수 있습니다.)",제주술익는집,"잡곡, 누룩, 정제수",제주술익는집,"'제주 고소리술'은 한 때, 개성소주, 안동소주와 더불어 우리나라 3대 소주로 손꼽을 정도로 그 명성을 떨쳤다. 향기롭고 진한 맛과 순한 듯 하면서도 은근하게 올라오는 취기로 술을 마시는 흥취가 있고 숙취가 없다고 한다. '제주 고소리술'은 시간이 빚은 술이라고도 한다. 모든 과정이 손맛으로 빚어지고 오랜 기간 저온 항아리 숙성으로 부드럽고 목 넘김이 좋다.",김희숙,제주특별자치도 서귀포시 표선면 중산간동로 4726,064-787-5046,,기름기 많은 고등어 회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681147-%EC%A0%9C%EC%A3%BC%20%EA%B3%A0%EC%86%8C%EB%A6%AC%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5681147&cid=58637&categoryId=58659,5681147
461,제주낭만,제주낭만,,,,,40%,,증류주,,"100ml, 375ml, 500ml","￦31,500 (500ml 기준 가격은 판매처 별로 상이할 수 있습니다)",술도가제주바당,"맵쌀, 입국, 백도라지, 효모, 정제수",술도가제주바당,"제주낭만은 가수 최백호 씨의 노래 ‘낭만에 대하여’에서 나오는 ‘도라지 위스키 한 잔’이라는 가사에서 착안한 이름이다. 백도라지는 제주 조천읍 선흘리, 이기승 명인에게서 공급받아 쌀과 함께 빚은 프리미엄 도라지 증류주이다.",임효진,제주시 구좌읍 한동로 27,064-783-1775,https://sooldogajeju.com/,"또한, 표고도라지볶음, 도라지전과 같은 전통 요리나 겉은 바삭하고 속은 부드러운 대파 그라탕 같은 퓨전 요리와도 궁합이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743430-%EC%A0%9C%EC%A3%BC%EB%82%AD%EB%A7%8C_main.png,https://terms.naver.com/entry.naver?docId=6743430&cid=58637&categoryId=58659,6743430
462,제주메밀맑은술,제주메밀맑은술,,,,,16%,,약주,,375ml,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",제주곶밭 농업회사법인 주식회사,"정제수, 쌀, 증류원액(쌀100%), 볶은메밀, 누룩, 효모",제주곶밭 농업회사법인 주식회사,제주메밀 맑은술은 제주메밀과 직접 증류한 증류주를 넣어 과하주 방식으로 빚은 후 맑게 여과한 술이다. 메밀의 향을 풍부하게 얻기 위해 단메밀을 은근하게 볶는다. 시간이 지남에 따라 고소한 곡물 향이 술에 녹아 들어 쌀의 단맛과 잘 어우러지는 것이 특징입니다. 시원하게 마셔도 좋지만 찬바람이 부는 계절에 따뜻하게 데워 마시면 볶은 메밀의 풍미가 긴 여운으로 남는다.,하민주,제주특별자치도 제주시 제주대학로 102 제주테크노파크 바이오융합2호관 208호,010-4238-2358,https://www.jejugottbatt.com/,"빙떡, 메밀국수 등 담백한 메밀 요리와도 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743431-%EC%A0%9C%EC%A3%BC%EB%A9%94%EB%B0%80%EB%A7%91%EC%9D%80%EC%88%A0_main.png,https://terms.naver.com/entry.naver?docId=6743431&cid=58637&categoryId=58659,6743431
463,제주샘주 오메기술,제주샘주오메기술,,,,,13%,,약주,,375ml,"￦7,800 (가격은 판매처 별로 상이할 수 있습니다.)",제주샘영농조합법인,"쌀, 차조, 입국, 누룩, 효모, 효소, 청호, 조릿대, 감초, 정제수",제주샘영농조합법인,"제주도는 예로부터 물이 귀한 특성상 논이 많지 않았다. 때문에 쌀이 귀했던 제주에서는 쌀 대신 많이 재배하는 차조로 술을 빚기 시작했고, 그로 인해 제주만의 특별한 전통주가 전해지게 되었다. 제주샘주는 전통방식을 재현하며 꾸준한 연구로 현대인의 기호에 맞게 발전시키고 있으며, 제주 화산 암반수와 청정 농산물 등 오롯이 제주의 원재료를 이용하여 바람과 햇살로 숙성시켜 자연의 맛으로 빚어내고 있다.",김숙희,제주특별자치도 제주시 애월읍 애원로 283,064) 799-4225,,"방어 등 붉은 생선 회, 해산물 등의 음식과 함께하면 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551574-%EC%A0%9C%EC%A3%BC%EC%83%98%EC%A3%BC%20%EC%98%A4%EB%A9%94%EA%B8%B0%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=3551574&cid=58637&categoryId=58659,3551574
464,젤코바 스페셜와인,젤코바스페셜와인,,,,,11.5%,,과실주,,375ml / 500ml / 750ml,"375ml ￦17,000, 500ml ￦25,000, 750ml ￦36,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)젤코바와이너리,"국내산 산머루, MBA포도",농업회사법인 (주)젤코바와이너리,젤코바 스페셜와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 산머루로 만든 와인이다. 38년을 주류기술자(1급 주조사)로 일해온 강창석 와인메인커는 엄선한 산머루와 MBA포도를 효모를 사용하여 알코올 발효과 유산균으로 발효하여 오크통에서 숙성한 머루와인과 브랜딩하여 건강한 자연주의 와인을 생산하고 있다. 타닌감과 바디감이 비교적 가벼운 라이트한 레드와인이다.,강창석,경북 상주시 청리면 남상주로 1108-3,054-534-7232,,"불고기, 양념갈비 등을 추천해 본다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040784-%EC%A0%A4%EC%BD%94%EB%B0%94%20%EC%8A%A4%ED%8E%98%EC%85%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040784&cid=58637&categoryId=58657,6040784
465,젤코바 캠벨와인,젤코바캠벨와인,3.0,4.0,2.0,3.0,13.5%,0.0,과실주,,750ml,"￦62,500 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)젤코바와이너리,"유기농 캠벨포도, 유기농 설탕",농업회사법인 (주)젤코바와이너리,젤코바 캠벨와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 유기농 캠벨포도(유기농산물 인증번호 제1-1-319호)와 유기농설탕(유기가공식품 인증번호 제 2-8-214호)만을 사용해서 만든 유기농 와인이다. '젤코바'는 '느티나무'로수백 년을 마을 어귀에 서서 사람들의 휴식처가 되어 주고 나그네에게는 이정표가 되어주던 존재이다. 젤코바 와인은 느티나무처럼 편하고 정겨운 와인을 만들자는 목표로 지은 브랜드이다.,강창석,경북 상주시 청리면 남상주로 1108-3,054-534-7232,,흰 살 생선 및 붉은 살 생선에도 적절히 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040792-%EC%A0%A4%EC%BD%94%EB%B0%94%20%EC%BA%A0%EB%B2%A8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040792&cid=58637&categoryId=58657,6040792
466,젤코바 프리미엄와인,젤코바프리미엄와인,1.0,4.0,2.0,4.0,12%,0.0,과실주,,500ml / 750ml,"500ml ￦33,000, 750ml ￦50,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)젤코바와이너리,"국내산 산머루, MBA포도",농업회사법인 (주)젤코바와이너리,젤코바 스페셜와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 산머루로 만든 와인이다. 38년을 주류기술자(1급 주조사)로 일해온 강창석 와인메인커는 엄선한 산머루와 MBA포도를 효모를 사용하여 알코올 발효과 유산균으로 발효하여 오크통에서 숙성한 머루와인과 브랜딩하여 건강한 자연주의 와인을 생산하고 있다. 타닌감과 바디감이 중간 정도의 미디움 타입의 레드와인이다.,강창석,경북 상주시 청리면 남상주로 1108-3,054-534-7232,,"특히 생고기류 하고도 잘 어울리겠지만, 양념 소갈비, 육전 등 맛이 가미된 고기류를 추천해 본다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040783-%EC%A0%A4%EC%BD%94%EB%B0%94%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040783&cid=58637&categoryId=58657,6040783
467,조선주조사,조선주조사,3.0,3.0,2.0,3.0,14%,0.0,청주,,300ml / 700ml,"300ml ￦4,000, 700ml ￦9,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 우포의아침(주),"쌀(국내산), 입국, 누룩, 주정, 정제수",농업회사법인 우포의아침(주),"자연 그대로의 가치, 그 가치를 누구나 누릴 수 있도록 연구하는 발효식품전문기업 우포의 아침이 할아버지대부터 내려온 발효기술을 바탕으로 빚어낸 청주이다. 한국술의 아름다운 역사를 담아내자는 모토로 생산한 술로 여름에는 차게, 겨울에는 따뜻하게 마시면 색다른 풍미를 느낄 수 있다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다.",박중협,"(1공장) 경남 창녕군 대지면 대지농공단지길 40, (2공장) 경남 창원시 의창군 북면 천주로 1173번길29",070-4105-0997,http://www.woopo.net,"집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040735-%EC%A1%B0%EC%84%A0%EC%A3%BC%EC%A1%B0%EC%82%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040735&cid=58637&categoryId=58658,6040735
468,주몽 복분자주,주몽복분자주,3.0,1.0,1.0,3.0,16%,0.0,기타주류,"베리류, 홈술",375ml,"￦5,000(가격은 판매처 별로 상이할 수 있습니다.)",농업회사법인(유)술소리,"쌀, 복분자",농업회사법인(유)술소리,"순하고 부드러운 주몽 복분자주는 주정(소주)을 사용하지 않은 100% 전통발효주로서 특허받은 제조 방법으로 빚었다. 복분자의 참맛을 느낄 수 있는 국내유일의 순수 발효 복분자주이다. 호주, 일본, 중국 등으로 수출하여 세계인으로부터 사랑받고 있는 제품이다.",김금자,전북특별자치도 남원시 시묘길 130(오암동),063-625-5050,https://sulsori.modoo.at/,케이크 등 디저트 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595291-%EC%A3%BC%EB%AA%BD%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595291&cid=58637&categoryId=58655,3595291
469,주산지 막걸리,주산지막걸리,2.0,1.0,2.0,2.0,6%,0.0,탁주,,750ml,"￦1,200 (가격은 판매처 별로 상이할 수 있습니다)",청송양조장,"쌀(국내산), 밀가루, 누룩, 입국, 효모, 고과당, 물엿, 아스파탐, 삭카린나트륨, 정제수",청송양조장,"주산지 막걸리는 청송을 대표하는 전통방식의 토속 막걸리다. 알콜올 도수 6도로, 청정지역 청송의 깨끗한 자연환경에서 빚어내는 막걸리다. 쌀과 밀의 조화로운 발효로 빚고 있으며, 쌀은 묵은 쌀이 아닌 햅쌀만을 사용하여 최고의 품질을 유지하고 있다. 장시간 발효를 하므로 두통과 숙취가 없고, 담백하고 깔끔한 맛을 낸다.",정우기,경북 청송군 부남면 대전로 121-1,054-872-4300,https://cheongsongsul.modoo.at,양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040713-%EC%A3%BC%EC%82%B0%EC%A7%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040713&cid=58637&categoryId=58657,6040713
