,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
255,255,성포 생막걸리,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀,,,,,미나리전이나 무침과도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040771-%EC%84%B1%ED%8F%AC%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040771&cid=58637&categoryId=58658,6040771
256,256,세우리,,,,4,,0.0,,향기    바디감 목넘김    증류주 쌀 구기자 삼,,,,,삼계탕 등 몸 보양을 위해 먹는 음식과 다 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681144-%EC%84%B8%EC%9A%B0%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681144&cid=58637&categoryId=58659,5681144
257,257,세종대왕어주 약주,3.0,1.0,1.0,3,,0.0,,단맛   바디감  담백   약주/청주 쌀  선물,,,,,매우면서 약간 새콤한 양념으로 버무린 무침류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036279-%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EC%96%B4%EC%A3%BC%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6036279&cid=58637&categoryId=58653,6036279
258,258,세종대왕어주 탁주,3.0,3.0,1.0,2,,0.0,,단맛 신맛    담백   탁주 쌀  고문헌,,,,,매운 갈비찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036278-%EC%84%B8%EC%A2%85%EB%8C%80%EC%99%95%EC%96%B4%EC%A3%BC%20%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6036278&cid=58637&categoryId=58653,6036278
259,259,세종 쌀 막걸리,3.0,1.0,3.0,3,,0.0,,단맛  청량감 바디감     탁주,,,,,육회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551504-%EC%84%B8%EC%A2%85%20%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551504&cid=58637&categoryId=58653,3551504
260,260,세종 알밤주,4.0,1.0,3.0,4,,0.0,,단맛  청량감 바디감  담백   기타주류 밤,,,,,야채 샐러드와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551562-%EC%84%B8%EC%A2%85%20%EC%95%8C%EB%B0%A4%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551562&cid=58637&categoryId=58653,3551562
261,261,세종 오가닉,1.0,3.0,,1,,0.0,,신맛   목넘김    약주/청주  선물,,,,,생선찜과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551563-%EC%84%B8%EC%A2%85%20%EC%98%A4%EA%B0%80%EB%8B%89_main.jpg,https://terms.naver.com/entry.naver?docId=3551563&cid=58637&categoryId=58653,3551563
262,262,세종청주생막걸리,2.0,1.0,3.0,3,6,0.0,탁주,청량감 바디감     탁주 쌀,750ml,1500,조은술세종,"쌀,소맥분,국,조제종국,효모,물엿등",,,,legacy_262
263,263,소나무와 학,4.0,,,4,,0.0,,향기 단맛   바디감     증류주 쌀 솔잎,,,,,약재가 많이 들어간 삼계탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595304-%EC%86%8C%EB%82%98%EB%AC%B4%EC%99%80%20%ED%95%99_main.jpg,https://terms.naver.com/entry.naver?docId=3595304&cid=58637&categoryId=58653,3595304
264,264,소백산 검은콩 막걸리,3.0,1.0,1.0,3,,0.0,,단맛   바디감     탁주,,,,,두부요리와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551581-%EC%86%8C%EB%B0%B1%EC%82%B0%20%EA%B2%80%EC%9D%80%EC%BD%A9%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551581&cid=58637&categoryId=58653,3551581
265,265,소백산 생 막걸리,2.0,3.0,2.0,4,,0.0,,신맛  바디감     탁주 쌀  파티,,,,,버섯전골과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551543-%EC%86%8C%EB%B0%B1%EC%82%B0%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551543&cid=58637&categoryId=58653,3551543
266,266,소백산 생 만찬주,2.0,2.0,2.0,2,,0.0,,탁주 쌀,,,,,야채 샐러드와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551580-%EC%86%8C%EB%B0%B1%EC%82%B0%20%EC%83%9D%20%EB%A7%8C%EC%B0%AC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551580&cid=58637&categoryId=58653,3551580
267,267,소백산오곡진상주,1.0,4.0,3.0,3,7,0.0,탁주,신맛 청량감 바디감     탁주 쌀 보리 밀,750ml,1500,대강양조장,"쌀,밀,보리,옥수수,조등",,,,legacy_267
268,268,소백산 청 동동주,2.0,1.0,2.0,2,,0.0,,약주/청주 쌀,,,,,파스타와 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551582-%EC%86%8C%EB%B0%B1%EC%82%B0%20%EC%B2%AD%20%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551582&cid=58637&categoryId=58653,3551582
269,269,소양강 생 막걸리,1.0,3.0,2.0,3,,0.0,,신맛  바디감     탁주,,,,,황태구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551539-%EC%86%8C%EC%96%91%EA%B0%95%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551539&cid=58637&categoryId=58652,3551539
270,270,솔송주,2.0,1.0,,3,,0.0,,바디감 목넘김 담백   약주/청주  선물,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687152-%EC%86%94%EC%86%A1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687152&cid=58637&categoryId=58658,5687152
271,271,송명섭 막걸리,1.0,3.0,3.0,3,,0.0,,신맛 청량감 바디감     탁주 쌀  선물,,,,,맵고 짠 한식이나 기름진 고기류와의 음식 궁합이 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681213-%EC%86%A1%EB%AA%85%EC%84%AD%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681213&cid=58637&categoryId=58655,5681213
272,272,송이주,1.0,4.0,1.0,2,,0.0,,신맛       약주/청주 쌀  홈술,,,,,소 등심 구이랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681164-%EC%86%A1%EC%9D%B4%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681164&cid=58637&categoryId=58654,5681164
273,273,송화백일주,,,3.0,3,,0.0,,청량감 바디감 목넘김    기타주류 쌀 찹쌀 오미자 구기자 꿀 솔잎 산수유,,,,,마실 때 얼음에 넣어 차게 마시고 삼계탕 등 보신 음식들과 아주 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804479-%EC%86%A1%ED%99%94%EB%B0%B1%EC%9D%BC%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804479&cid=58637&categoryId=58655,5804479
274,274,순향주,2.0,2.0,2.0,2,,0.0,,약주/청주 쌀  파티,,,,,"단맛이 적어 식중주로 최고의 역할을 할 듯하며, 한정식 등을 즐기는 자리에 추천하고 싶다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804454-%EC%88%9C%ED%96%A5%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804454&cid=58637&categoryId=58651,5804454
275,275,술공방9,3.0,2.0,1.0,3,9,1.0,탁주,단맛   바디감  담백  탄산 탁주 쌀 밀,500ml,5000,두이술공방,"쌀,밀누룩,국,효모,효소,올리고당",,,,legacy_275
276,276,술그리다 생탁주,2.0,1.0,1.0,1,,0.0,,담백   탁주 쌀,,,,,음식은 양념된 맛이 강한 음식보다는 양념이 되지 않은 백숙 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681232-%EC%88%A0%EA%B7%B8%EB%A6%AC%EB%8B%A4%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681232&cid=58637&categoryId=58651,5681232
277,277,술샘 이화주,4.0,1.0,0.0,1,,0.0,,단맛        탁주 쌀  고문헌,,,,,새콤함 뒤에 목 너머로 따끈하게 올라오는 감춰진 알코올 기운을 즐기는 것도 이화주를 맛보는 재미 중 하나이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551491-%EC%88%A0%EC%83%98%20%EC%9D%B4%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551491&cid=58637&categoryId=58651,3551491
278,278,술아 국화주,4.0,3.0,2.0,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀 꽃  홈술,,,,,"진한 단맛과 긴 후미로 자극성 적고, 가벼운 샐러드류를 추천한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681209-%EC%88%A0%EC%95%84%20%EA%B5%AD%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681209&cid=58637&categoryId=58651,5681209
279,279,술아 막걸리,3.0,4.0,3.0,4,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀 찹쌀,,,,,"풍부한 향을 가지고 있어서 향을 즐기기 위해 첫 잔으로 마시는 것을 추천하며, 샐러드, 두부 등 가벼운 음식과 궁합이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681203-%EC%88%A0%EC%95%84%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681203&cid=58637&categoryId=58651,5681203
280,280,술아 매화주,5.0,3.0,2.0,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀 꽃  홈술,,,,,"진한 단맛과 긴 후미로 자극성 적고, 가벼운 샐러드류를 추천한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681207-%EC%88%A0%EC%95%84%20%EB%A7%A4%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681207&cid=58637&categoryId=58651,5681207
281,281,술아 순곡주,5.0,3.0,2.0,5,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀  홈술,,,,,"비교적 가벼운 느낌의 맑은 소고기국, 미역국, 계란국 등도 좋은 매칭이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681204-%EC%88%A0%EC%95%84%20%EC%88%9C%EA%B3%A1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681204&cid=58637&categoryId=58651,5681204
282,282,술아 연화주,5.0,3.0,2.0,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀 꽃  홈술,,,,,같은 여름을 느끼기 위해 연잎밥 등도 추천해 본다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681210-%EC%88%A0%EC%95%84%20%EC%97%B0%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681210&cid=58637&categoryId=58651,5681210
283,283,술예쁘다 생탁주,1.0,3.0,1.0,2,,0.0,,신맛       탁주 쌀  무감미료,,,,,홍어무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681231-%EC%88%A0%EC%98%88%EC%81%98%EB%8B%A4%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681231&cid=58637&categoryId=58651,5681231
284,284,술취한 원숭이,4.0,2.0,2.0,2,,0.0,,단맛     담백   탁주 쌀  이색전통주,,,,,곡물의 부드러움을 잘 갖춘고 있으며 연한 쓴맛이 있어 생선찜 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551548-%EC%88%A0%EC%B7%A8%ED%95%9C%20%EC%9B%90%EC%88%AD%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=3551548&cid=58637&categoryId=58651,3551548
285,285,술헤는밤,2.0,4.0,2.0,3,,0.0,,신맛  바디감     탁주 쌀,,,,,적절한 산미가 홍천에서 나오는 산나물 무침과 아주 잘 맞는다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804453-%EC%88%A0%ED%97%A4%EB%8A%94%EB%B0%A4_main.jpg,https://terms.naver.com/entry.naver?docId=5804453&cid=58637&categoryId=58652,5804453
286,286,스타베리 오디와인,3.0,4.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     과실주 포도,,,,,"3년 숙성의 세월이 느껴지는 묵직한 맛이 있으며, 이러한 맛과 밸런스를 맞춰 줄 자극성 적은 나물 요리 등을 추천한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681193-%EC%8A%A4%ED%83%80%EB%B2%A0%EB%A6%AC%20%EC%98%A4%EB%94%94%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5681193&cid=58637&categoryId=58657,5681193
287,287,시나브로 드 글로리아,3.0,3.0,2.0,2,,0.0,,단맛 신맛       과실주 포도  홈술,,,,,"물같이 부드러운 목 넘김을 가지고 있으며, 가벼운 탄닌감도 있어서 불고기 및 육전 등, 가벼운 고기류하고는 잘 어울릴 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804468-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EB%93%9C%20%EA%B8%80%EB%A1%9C%EB%A6%AC%EC%95%84_main.jpg,https://terms.naver.com/entry.naver?docId=5804468&cid=58637&categoryId=58653,5804468
288,288,시나브로 레드 드라이,2.0,3.0,3.0,3,,0.0,,신맛 청량감 바디감     과실주 포도,,,,,"아귀찜, 꽃게무침 등 다소 매운 맛이 있는 해산물과 즐긴다면, 매운맛을 균형 있게 잡아줄 것이라고 보인다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804471-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EB%A0%88%EB%93%9C%20%EB%93%9C%EB%9D%BC%EC%9D%B4_main.jpg,https://terms.naver.com/entry.naver?docId=5804471&cid=58637&categoryId=58653,5804471
289,289,시나브로 레드 스위트,3.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      과실주 포도  홈술,,,,,"누가 즐겨도 편안하고 무난하게 즐길 수 있는 맛이며, 달콤한 맛이 특별한 만큼 좋은 식사를 기분 좋게 마무리하는 역할로 식후주로 추천하고 싶다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804470-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EB%A0%88%EB%93%9C%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=5804470&cid=58637&categoryId=58653,5804470
290,290,시나브로 로제와인,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     과실주 포도  파티,,,,,"산미가 적은 부드러운 좋은 와인인 만큼 드레싱을 뿌린 샐러드와도 잘 어울리며, 새우튀김 등과 함께 즐겨도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040779-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%EB%A1%9C%EC%A0%9C%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040779&cid=58637&categoryId=58653,6040779
291,291,시나브로에뚜왈로제스파클링와인,2.0,3.0,4.0,2,5,1.0,과실주,신맛 청량감    탄닌감 탄산 과실주 포도  파티,750ml,30000,불휘농장,포도,,,,legacy_291
292,292,시나브로에뚜왈스파클링,3.0,3.0,4.0,2,5,1.0,과실주,단맛 신맛 청량감     탄산 과실주 포도  과일류,750ml,30000,불휘농장,포도,,,,legacy_292
293,293,시나브로 화이트와인,4.0,4.0,4.0,3,,0.0,,단맛 신맛 청량감 바디감     과실주 포도  선물,,,,,"다만 육류보다는 자극성이 적은 흰살 생선을 추천하며, 이왕이면 고추장, 된장으로 요리된 것보다는 간장 베이스로 옅은 양념의 음식이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040781-%EC%8B%9C%EB%82%98%EB%B8%8C%EB%A1%9C%20%ED%99%94%EC%9D%B4%ED%8A%B8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040781&cid=58637&categoryId=58653,6040781
294,294,시인의 마을 우리쌀 막걸리,2.0,3.0,3.0,4,,0.0,,신맛 청량감 바디감     탁주 쌀,,,,,"물론 밀 막걸리 만큼은 아니지만 원액에 가까운 만큼 묵직한 맛을 자랑하니, 식감이 가벼운 도토리묵, 겉절이, 나물 등도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681182-%EC%8B%9C%EC%9D%B8%EC%9D%98%20%EB%A7%88%EC%9D%84%20%EC%9A%B0%EB%A6%AC%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681182&cid=58637&categoryId=58653,5681182
295,295,신례명주,,,4.0,4,,0.0,,청량감 바디감     증류주 귤  과일류,,,,,도수가 너무 높게 느껴진다면 온더록스 및 탄산수 등으로 즐기는 것도 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804507-%EC%8B%A0%EB%A1%80%EB%AA%85%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804507&cid=58637&categoryId=58659,5804507
296,296,신선주,3.0,3.0,2.0,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 구기자 삼 솔잎  명절,,,,,진한 불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595306-%EC%8B%A0%EC%84%A0%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595306&cid=58637&categoryId=58653,3595306
297,297,신선주 백주,2.0,3.0,1.0,3,,0.0,,신맛  바디감 목넘김    탁주 쌀 찹쌀 약재  무감미료,,,,,"함께 먹기에 어울리는 음식으로 대나무 연잎밥, 산채비빔밥이 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598717-%EC%8B%A0%EC%84%A0%EC%A3%BC%20%EB%B0%B1%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598717&cid=58637&categoryId=58653,6598717
298,298,신선주 약주,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     약주/청주 쌀 찹쌀 약재,,,,,"황금색의 맑은 빛깔, 첫 산미가 입안에 깔끔하게 퍼진 뒤, 순수한 재료들의 향이 입안에서 달달하게 남아 돈다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598735-%EC%8B%A0%EC%84%A0%EC%A3%BC%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598735&cid=58637&categoryId=58653,6598735
299,299,신선주 증류주,,4.0,,3,,0.0,,향기  신맛  바디감     증류주 쌀 찹쌀 약재,,,,,"맑고 투명한 빛깔에 소줏고리의 화덕향, 믿을 수 있는 재료의 순곡향, 건강한 약재향이 오랜 숙성으로 잘 어우러져 높은 도수에도 깔끔하고 부드럽게 넘어간다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598733-%EC%8B%A0%EC%84%A0%EC%A3%BC%20%EC%A6%9D%EB%A5%98%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598733&cid=58637&categoryId=58653,6598733
300,300,심플리 애플,4.0,,,1,,0.0,,향기 단맛        기타주류 쌀 사과 꿀,,,,,"함께 먹기에 어울리는 음식으로는 광어회, 냉채족발, 참소라가 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598724-%EC%8B%AC%ED%94%8C%EB%A6%AC%20%EC%95%A0%ED%94%8C_main.jpg,https://terms.naver.com/entry.naver?docId=6598724&cid=58637&categoryId=58651,6598724
301,301,아이싱,3.0,1.0,1.0,3,4,0.0,탁주,단맛   바디감     탁주 쌀  탄산,300ml,1300,국순당,"쌀,자몽엑기스",,,,legacy_301
302,302,아이원 막걸리,3.0,3.0,3.0,2,,0.0,,단맛 신맛 청량감      탁주 쌀 밀,,,,,"묵직한 막걸리인 만큼 식감이 가벼운 도토리묵, 겉절이, 나물 등과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681190-%EC%95%84%EC%9D%B4%EC%9B%90%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681190&cid=58637&categoryId=58653,5681190
303,303,아황주,1.0,3.0,1.0,3,,0.0,,신맛  바디감     약주/청주 쌀 찹쌀  고문헌,,,,,명란젓 등의 젓갈류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681237-%EC%95%84%ED%99%A9%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681237&cid=58637&categoryId=58651,5681237
304,304,안동소주느낌19.8,,,,2,19.8,0.0,증류주,증류주  저도수,360ml,4000,농업회사법인명품안동소주(주),"백미,누룩,효모,정제수",,,,legacy_304
305,305,안동소주느낌30,,,,3,30,0.0,증류주,향기    바디감 목넘김    증류주,360ml,6500,농업회사법인명품안동소주(주),"백미,누룩,효모,정제수",,,,legacy_305
306,306,안동소주일품17,3.0,,,2,17,0.0,증류주,단맛        증류주 쌀,350ml,4000,안동소주일품,"국내산쌀,입국",,,,legacy_306
307,307,안동소주일품21,3.0,,,2,21,0.0,증류주,단맛        증류주 쌀,350ml,4500,안동소주일품,"국내산쌀,입국",,,,legacy_307
308,308,안동소주일품골드,3.0,,,3,40,0.0,증류주,단맛   바디감     증류주 쌀,500ml,18000,안동소주일품,"국내산쌀,입국",,,,legacy_308
309,309,안동소주필Feel,,,,3,40,0.0,증류주,향기    바디감 목넘김    증류주,500ml,25000,농업회사법인명품안동소주(주),"백미,누룩,효모,정제수",,,,legacy_309
310,310,안성맞춤생막걸리,3.0,2.0,3.0,2,6,0.0,탁주,단맛  청량감      탁주 쌀,"1,000ml",2000,한주양조,"국내산쌀,누룩,효모,젖산,정제효소,정제수",,,,legacy_310
311,311,안양 동동주,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀 찹쌀,,,,,"청량감이 좋은 만큼 매콤한 요리도 잘 어울리는데, 기회가 된다면 꼬막무침, 닭볶음탕 등 다소 매운 요리가 잘 어울릴 것이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040744-%EC%95%88%EC%96%91%20%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040744&cid=58637&categoryId=58656,6040744
